Date,Branch,Channel,Category,Quantity,Unit Price,Cost,Total Sales,Revenue,Profit,Waste,Status
2023-02-16,Muscat,Online,Laptops,1,355.78,198.07,355.78,355.78,157.72,0.0,Completed
2023-02-16,Salalah,Online,Smartphones,2,256.86,175.12,513.72,513.72,163.49,0.0,Completed
2023-02-16,Nizwa,Retail,Accessories,1,22.7,11.77,22.7,22.7,10.93,0.0,Completed
2023-02-17,Nizwa,Retail,Wearables,3,81.66,45.02,244.99,244.99,109.93,0.0,Completed
2023-02-17,Muscat,Wholesale,Smartphones,42,216.58,177.13,9096.45,9096.45,1657.18,0.0,Completed
2023-02-17,Muscat,Retail,Accessories,5,23.51,13.87,117.56,117.56,48.2,0.0,Completed
2023-02-17,Salalah,Online,Accessories,1,26.23,14.58,26.23,26.23,11.65,0.0,Completed
2023-02-17,Muscat,Retail,Laptops,5,376.03,215.4,1880.14,1880.14,803.12,0.0,Completed
2023-02-17,Muscat,Online,Accessories,3,22.57,11.8,67.72,67.72,32.32,0.0,Completed
2023-02-17,Nizwa,Retail,Tablets,3,156.83,99.5,470.5,470.5,172.0,0.0,Completed
2023-02-18,Nizwa,Retail,Smartphones,3,269.36,185.31,808.08,808.08,252.15,0.0,Completed
2023-02-18,Salalah,Online,Accessories,1,25.93,16.65,25.93,25.93,9.28,0.0,Completed
2023-02-18,Muscat,Retail,Accessories,3,22.77,12.23,68.31,68.31,31.63,0.0,Completed
2023-02-18,Nizwa,Online,Laptops,2,339.5,207.98,678.99,678.99,263.04,0.0,Completed
2023-02-18,Salalah,Retail,Smartphones,3,272.09,172.04,816.26,0.0,-420.48,420.48,Returned
2023-02-18,Muscat,Retail,Accessories,2,23.69,12.31,47.38,47.38,22.76,0.0,Completed
2023-02-19,Muscat,Retail,Smartphones,2,257.17,170.42,514.34,514.34,173.51,0.0,Completed
2023-02-19,Muscat,Retail,Smartphones,1,238.74,123.84,238.74,238.74,114.9,0.0,Completed
2023-02-19,Muscat,Online,Smartphones,3,240.39,127.65,721.17,721.17,338.21,0.0,Completed
2023-02-19,Muscat,Retail,Tablets,3,140.18,90.74,420.55,420.55,148.33,0.0,Completed
2023-02-19,Nizwa,Online,Laptops,3,317.17,220.0,951.51,951.51,291.51,0.0,Completed
2023-02-19,Muscat,Retail,Smartphones,2,267.15,184.03,534.31,534.31,166.26,0.0,Completed
2023-02-19,Salalah,Online,Accessories,4,26.68,16.33,106.71,106.71,41.4,0.0,Completed
2023-02-19,Nizwa,Retail,Accessories,5,25.76,13.11,128.78,128.78,63.22,0.0,Completed
2023-02-19,Sohar,Retail,Accessories,5,26.6,13.62,133.02,133.02,64.93,0.0,Completed
2023-02-19,Muscat,Online,Wearables,5,78.95,45.02,394.77,394.77,169.67,0.0,Completed
2023-02-19,Sohar,Retail,Smartphones,1,231.62,134.43,231.62,231.62,97.19,0.0,Completed
2023-02-19,Sohar,Retail,Accessories,3,25.27,16.47,75.81,75.81,26.41,0.0,Completed
2023-02-19,Sohar,Online,Accessories,4,26.27,18.09,105.08,105.08,32.71,0.0,Completed
2023-02-20,Salalah,Online,Accessories,1,26.13,16.31,26.13,26.13,9.82,0.0,Completed
2023-02-20,Muscat,Retail,Laptops,4,340.87,210.31,1363.47,1363.47,522.22,0.0,Completed
2023-02-20,Salalah,Retail,Smartphones,5,246.38,131.79,1231.9,1231.9,572.97,0.0,Completed
2023-02-20,Salalah,Retail,Smartphones,1,247.22,138.72,247.22,247.22,108.5,0.0,Completed
2023-02-20,Nizwa,Online,Tablets,4,140.52,74.8,562.07,562.07,262.86,0.0,Completed
2023-02-21,Sohar,Retail,Accessories,1,25.07,14.03,25.07,25.07,11.04,0.0,Completed
2023-02-21,Muscat,Wholesale,Smartphones,56,195.62,168.22,10954.48,10954.48,1534.04,0.0,Completed
2023-02-21,Nizwa,Wholesale,Laptops,54,294.86,196.76,15922.27,15922.27,5297.1,0.0,Completed
2023-02-21,Sohar,Online,Smartphones,1,258.83,167.49,258.83,258.83,91.34,0.0,Completed
2023-02-22,Sohar,Retail,Smartphones,4,233.86,143.74,935.46,935.46,360.51,0.0,Completed
2023-02-22,Sohar,Retail,Smartphones,3,232.38,144.65,697.13,697.13,263.17,0.0,Completed
2023-02-22,Salalah,Wholesale,Laptops,55,273.65,234.51,15050.65,15050.65,2152.59,0.0,Completed
2023-02-22,Sohar,Online,Accessories,3,26.36,15.55,79.08,79.08,32.42,0.0,Completed
2023-02-22,Nizwa,Wholesale,Tablets,16,108.78,79.57,1740.53,1740.53,467.35,0.0,Completed
2023-02-22,Muscat,Retail,Smartphones,4,237.51,123.83,950.06,950.06,454.74,0.0,Completed
2023-02-22,Salalah,Online,Smartphones,1,251.41,137.99,251.41,251.41,113.43,0.0,Completed
2023-02-23,Sohar,Online,Wearables,4,79.76,45.9,319.04,319.04,135.45,0.0,Completed
2023-02-23,Muscat,Retail,Accessories,1,25.54,16.89,25.54,25.54,8.65,0.0,Completed
2023-02-23,Muscat,Online,Laptops,1,374.93,232.54,374.93,374.93,142.39,0.0,Completed
2023-02-23,Sohar,Retail,Accessories,3,24.25,13.72,72.74,72.74,31.59,0.0,Completed
2023-02-24,Muscat,Retail,Smartphones,4,249.74,164.67,998.96,998.96,340.27,0.0,Completed
2023-02-24,Muscat,Retail,Laptops,4,315.65,159.0,1262.6,1262.6,626.6,0.0,Completed
2023-02-24,Salalah,Retail,Smartphones,2,228.48,130.75,456.96,456.96,195.47,0.0,Completed
2023-02-24,Nizwa,Retail,Smartphones,2,242.29,153.2,484.58,484.58,178.18,0.0,Completed
2023-02-24,Salalah,Online,Tablets,4,154.19,99.6,616.74,616.74,218.32,0.0,Completed
2023-02-24,Nizwa,Online,Smartphones,2,245.26,147.86,490.52,490.52,194.79,0.0,Completed
2023-02-25,Salalah,Retail,Laptops,1,367.7,198.28,367.7,367.7,169.42,0.0,Completed
2023-02-25,Muscat,Retail,Smartphones,3,254.25,149.0,762.74,762.74,315.73,0.0,Completed
2023-02-25,Salalah,Wholesale,Accessories,19,21.49,18.8,408.28,408.28,51.05,0.0,Completed
2023-02-25,Salalah,Retail,Tablets,4,148.85,88.12,595.41,595.41,242.93,0.0,Completed
2023-02-25,Sohar,Retail,Smartphones,1,229.59,152.11,229.59,229.59,77.48,0.0,Completed
2023-02-26,Sohar,Online,Smartphones,2,245.71,164.49,491.43,491.43,162.44,0.0,Completed
2023-02-26,Salalah,Retail,Smartphones,4,227.27,129.69,909.08,0.0,-446.13,446.13,Returned
2023-02-26,Muscat,Retail,Tablets,5,141.71,88.8,708.56,708.56,264.55,0.0,Completed
2023-02-26,Muscat,Wholesale,Wearables,95,60.31,45.51,5729.79,5729.79,1406.16,0.0,Completed
2023-02-26,Nizwa,Online,Accessories,4,23.2,11.79,92.81,0.0,-10.12,10.12,Returned
2023-02-27,Muscat,Online,Accessories,3,24.44,13.54,73.32,73.32,32.7,0.0,Completed
2023-02-27,Muscat,Retail,Smartphones,5,245.9,145.2,1229.5,1229.5,503.52,0.0,Completed
2023-02-27,Salalah,Retail,Accessories,4,23.38,11.98,93.54,93.54,45.61,0.0,Completed
2023-02-27,Sohar,Wholesale,Smartphones,34,185.26,154.49,6298.74,6298.74,1046.04,0.0,Completed
2023-02-27,Salalah,Wholesale,Tablets,13,112.64,71.99,1464.36,1464.36,528.49,0.0,Completed
2023-02-27,Salalah,Retail,Smartphones,4,229.12,119.52,916.47,916.47,438.39,0.0,Completed
2023-02-27,Muscat,Online,Tablets,4,153.26,92.5,613.06,613.06,243.07,0.0,Completed
2023-02-27,Salalah,Online,Smartphones,3,246.25,156.84,738.75,738.75,268.24,0.0,Completed
2023-02-28,Salalah,Online,Tablets,4,141.74,87.23,566.95,566.95,218.02,0.0,Completed
2023-02-28,Sohar,Retail,Smartphones,5,273.5,140.85,1367.51,1367.51,663.24,0.0,Completed
2023-02-28,Salalah,Online,Tablets,2,140.92,77.12,281.84,281.84,127.59,0.0,Completed
2023-02-28,Muscat,Online,Smartphones,2,236.92,123.42,473.84,0.0,-210.17,210.17,Returned
2023-02-28,Sohar,Retail,Smartphones,2,225.79,140.99,451.58,451.58,169.61,0.0,Completed
2023-02-28,Muscat,Retail,Accessories,2,27.41,17.41,54.81,54.81,19.99,0.0,Completed
2023-02-28,Salalah,Wholesale,Tablets,65,124.48,85.84,8091.09,0.0,-3861.11,3861.11,Returned
2023-03-01,Sohar,Retail,Tablets,1,158.01,91.28,158.01,158.01,66.73,0.0,Completed
2023-03-01,Salalah,Retail,Wearables,5,72.71,47.55,363.54,363.54,125.78,0.0,Completed
2023-03-01,Muscat,Online,Wearables,5,77.55,45.34,387.76,387.76,161.08,0.0,Completed
2023-03-01,Sohar,Online,Smartphones,5,237.72,148.05,1188.6,1188.6,448.34,0.0,Completed
2023-03-01,Nizwa,Online,Accessories,2,23.97,15.13,47.94,47.94,17.69,0.0,Completed
2023-03-02,Nizwa,Online,Smartphones,3,232.52,125.52,697.57,697.57,321.02,0.0,Completed
2023-03-02,Muscat,Online,Smartphones,5,228.47,158.49,1142.36,1142.36,349.94,0.0,Completed
2023-03-02,Muscat,Retail,Laptops,2,355.55,189.82,711.1,711.1,331.46,0.0,Completed
2023-03-02,Sohar,Online,Tablets,5,146.89,85.72,734.46,734.46,305.88,0.0,Completed
2023-03-03,Muscat,Retail,Accessories,1,25.17,16.96,25.17,25.17,8.21,0.0,Completed
2023-03-03,Muscat,Wholesale,Wearables,80,59.42,42.16,4753.3,0.0,-1906.03,1906.03,Returned
2023-03-03,Sohar,Retail,Tablets,3,145.85,75.77,437.54,437.54,210.23,0.0,Completed
2023-03-03,Muscat,Online,Smartphones,4,240.87,131.68,963.49,963.49,436.76,0.0,Completed
2023-03-03,Muscat,Retail,Accessories,1,26.18,13.29,26.18,26.18,12.89,0.0,Completed
2023-03-04,Sohar,Online,Smartphones,1,243.41,137.48,243.41,243.41,105.93,0.0,Completed
2023-03-04,Muscat,Online,Accessories,2,23.69,15.11,47.38,47.38,17.15,0.0,Completed
2023-03-04,Nizwa,Online,Accessories,3,24.11,14.8,72.33,72.33,27.93,0.0,Completed
2023-03-05,Salalah,Retail,Laptops,3,377.48,240.13,1132.44,1132.44,412.05,0.0,Completed
2023-03-05,Muscat,Online,Wearables,1,82.76,50.13,82.76,82.76,32.62,0.0,Completed
2023-03-05,Muscat,Online,Smartphones,3,255.57,158.3,766.71,0.0,-374.18,374.18,Returned
2023-03-05,Salalah,Online,Smartphones,3,229.58,121.38,688.73,688.73,324.6,0.0,Completed
2023-03-06,Salalah,Retail,Accessories,3,23.31,11.87,69.94,69.94,34.32,0.0,Completed
2023-03-06,Salalah,Retail,Laptops,5,367.96,250.11,1839.79,1839.79,589.25,0.0,Completed
2023-03-06,Sohar,Online,Accessories,2,23.02,14.99,46.04,46.04,16.07,0.0,Completed
2023-03-06,Sohar,Retail,Smartphones,2,254.08,159.68,508.15,508.15,188.79,0.0,Completed
2023-03-06,Salalah,Retail,Accessories,1,27.24,15.41,27.24,27.24,11.83,0.0,Completed
2023-03-07,Sohar,Online,Smartphones,5,261.17,157.1,1305.84,1305.84,520.36,0.0,Completed
2023-03-07,Salalah,Retail,Accessories,5,25.91,17.04,129.57,129.57,44.36,0.0,Completed
2023-03-07,Sohar,Retail,Smartphones,4,263.75,169.98,1054.99,1054.99,375.05,0.0,Completed
2023-03-07,Nizwa,Wholesale,Smartphones,65,191.18,121.92,12426.53,12426.53,4501.43,0.0,Completed
2023-03-07,Salalah,Retail,Smartphones,4,274.1,190.93,1096.38,1096.38,332.67,0.0,Completed
2023-03-07,Sohar,Retail,Laptops,4,317.4,199.07,1269.58,1269.58,473.32,0.0,Completed
2023-03-07,Sohar,Retail,Laptops,4,337.51,211.8,1350.03,1350.03,502.83,0.0,Completed
2023-03-07,Salalah,Online,Accessories,3,27.19,16.65,81.58,81.58,31.63,0.0,Completed
2023-03-07,Muscat,Online,Accessories,3,26.88,18.44,80.63,80.63,25.31,0.0,Completed
2023-03-07,Muscat,Retail,Accessories,3,22.74,14.85,68.21,68.21,23.68,0.0,Completed
2023-03-08,Muscat,Online,Accessories,5,26.53,18.39,132.64,132.64,40.67,0.0,Completed
2023-03-08,Nizwa,Online,Smartphones,4,250.85,170.57,1003.41,1003.41,321.15,0.0,Completed
2023-03-08,Muscat,Retail,Tablets,2,162.34,98.04,324.67,324.67,128.59,0.0,Completed
2023-03-08,Salalah,Retail,Smartphones,2,245.71,146.06,491.42,491.42,199.3,0.0,Completed
2023-03-08,Muscat,Online,Laptops,1,371.18,230.81,371.18,371.18,140.36,0.0,Completed
2023-03-09,Sohar,Wholesale,Accessories,48,19.11,13.96,917.28,917.28,247.02,0.0,Completed
2023-03-09,Salalah,Online,Tablets,5,151.62,95.88,758.08,758.08,278.68,0.0,Completed
2023-03-09,Sohar,Retail,Wearables,4,87.91,53.12,351.64,351.64,139.15,0.0,Completed
2023-03-10,Nizwa,Retail,Wearables,2,77.29,45.15,154.58,154.58,64.28,0.0,Completed
2023-03-10,Salalah,Retail,Laptops,1,340.13,175.94,340.13,340.13,164.19,0.0,Completed
2023-03-10,Muscat,Online,Smartphones,3,257.7,145.73,773.09,773.09,335.89,0.0,Completed
2023-03-10,Muscat,Retail,Smartphones,1,227.6,114.59,227.6,0.0,-27.75,27.75,Returned
2023-03-11,Salalah,Retail,Accessories,1,26.93,16.79,26.93,26.93,10.13,0.0,Completed
2023-03-11,Muscat,Online,Wearables,4,81.03,48.15,324.11,324.11,131.52,0.0,Completed
2023-03-11,Nizwa,Retail,Laptops,3,338.2,181.0,1014.61,0.0,-422.83,422.83,Returned
2023-03-11,Muscat,Retail,Accessories,3,23.29,16.03,69.88,69.88,21.78,0.0,Completed
2023-03-11,Salalah,Online,Tablets,5,162.64,90.09,813.18,813.18,362.74,0.0,Completed
2023-03-11,Salalah,Wholesale,Smartphones,13,181.48,152.07,2359.21,2359.21,382.29,0.0,Completed
2023-03-11,Muscat,Online,Accessories,1,25.43,14.44,25.43,25.43,10.98,0.0,Completed
2023-03-12,Muscat,Online,Accessories,4,26.98,15.99,107.94,107.94,43.99,0.0,Completed
2023-03-12,Salalah,Online,Smartphones,2,248.13,131.46,496.25,496.25,233.34,0.0,Completed
2023-03-13,Muscat,Online,Accessories,3,24.12,15.22,72.36,72.36,26.7,0.0,Completed
2023-03-13,Salalah,Retail,Smartphones,4,247.46,140.37,989.85,989.85,428.38,0.0,Completed
2023-03-13,Sohar,Online,Laptops,4,323.92,190.53,1295.7,1295.7,533.59,0.0,Completed
2023-03-13,Muscat,Online,Accessories,5,25.58,14.05,127.88,127.88,57.65,0.0,Completed
2023-03-13,Muscat,Retail,Wearables,5,83.57,53.52,417.84,417.84,150.23,0.0,Completed
2023-03-13,Salalah,Retail,Accessories,3,26.71,16.37,80.12,80.12,31.02,0.0,Completed
2023-03-14,Nizwa,Online,Accessories,2,22.95,14.11,45.91,45.91,17.68,0.0,Completed
2023-03-14,Salalah,Online,Tablets,3,164.18,87.29,492.55,492.55,230.67,0.0,Completed
2023-03-14,Sohar,Online,Accessories,3,24.88,12.94,74.63,74.63,35.8,0.0,Completed
2023-03-14,Muscat,Retail,Laptops,5,368.05,216.28,1840.26,1840.26,758.88,0.0,Completed
2023-03-15,Muscat,Online,Laptops,3,357.62,216.94,1072.87,1072.87,422.05,0.0,Completed
2023-03-15,Sohar,Retail,Tablets,3,139.95,77.12,419.86,419.86,188.49,0.0,Completed
2023-03-15,Salalah,Wholesale,Smartphones,80,192.83,121.35,15426.62,15426.62,5718.48,0.0,Completed
2023-03-15,Salalah,Retail,Smartphones,3,259.54,145.26,778.62,778.62,342.84,0.0,Completed
2023-03-16,Muscat,Retail,Accessories,1,24.53,14.07,24.53,24.53,10.46,0.0,Completed
2023-03-16,Muscat,Online,Wearables,5,73.69,46.17,368.47,368.47,137.62,0.0,Completed
2023-03-16,Salalah,Retail,Accessories,2,26.52,18.02,53.04,53.04,17.01,0.0,Completed
2023-03-17,Salalah,Retail,Laptops,3,382.48,220.95,1147.45,1147.45,484.61,0.0,Completed
2023-03-17,Nizwa,Retail,Laptops,3,372.72,245.81,1118.17,0.0,-438.68,438.68,Returned
2023-03-17,Sohar,Online,Accessories,2,22.59,14.21,45.17,45.17,16.76,0.0,Completed
2023-03-17,Sohar,Online,Smartphones,1,249.53,125.94,249.53,249.53,123.59,0.0,Completed
2023-03-18,Sohar,Wholesale,Accessories,76,21.07,15.77,1601.42,1601.42,403.26,0.0,Completed
2023-03-18,Muscat,Online,Tablets,2,155.95,100.26,311.91,311.91,111.38,0.0,Completed
2023-03-18,Muscat,Wholesale,Accessories,36,21.59,14.9,777.14,777.14,240.91,0.0,Completed
2023-03-18,Sohar,Retail,Smartphones,3,257.06,179.57,771.17,771.17,232.47,0.0,Completed
2023-03-19,Nizwa,Wholesale,Smartphones,20,214.0,166.29,4279.94,4279.94,954.05,0.0,Completed
2023-03-19,Muscat,Online,Accessories,5,24.83,12.42,124.17,124.17,62.06,0.0,Completed
2023-03-19,Nizwa,Retail,Tablets,5,137.26,74.96,686.28,686.28,311.49,0.0,Completed
2023-03-19,Nizwa,Retail,Smartphones,3,234.88,128.27,704.65,704.65,319.83,0.0,Completed
2023-03-19,Sohar,Online,Smartphones,2,262.76,149.78,525.52,525.52,225.96,0.0,Completed
2023-03-20,Sohar,Online,Tablets,3,141.69,86.49,425.06,425.06,165.59,0.0,Completed
2023-03-20,Salalah,Wholesale,Laptops,10,294.53,208.23,2945.27,2945.27,862.93,0.0,Completed
2023-03-20,Sohar,Retail,Accessories,2,27.28,16.99,54.55,54.55,20.58,0.0,Completed
2023-03-20,Sohar,Retail,Accessories,3,26.38,17.91,79.15,79.15,25.41,0.0,Completed
2023-03-20,Muscat,Online,Smartphones,2,261.17,136.73,522.33,522.33,248.88,0.0,Completed
2023-03-20,Muscat,Online,Accessories,3,25.8,13.26,77.39,0.0,-13.59,13.59,Returned
2023-03-20,Nizwa,Retail,Smartphones,3,249.97,150.11,749.91,749.91,299.58,0.0,Completed
2023-03-21,Muscat,Online,Accessories,4,25.69,16.89,102.75,102.75,35.2,0.0,Completed
2023-03-21,Salalah,Online,Smartphones,4,247.71,172.31,990.84,990.84,301.59,0.0,Completed
2023-03-21,Salalah,Online,Tablets,5,139.3,91.96,696.52,696.52,236.71,0.0,Completed
2023-03-21,Muscat,Retail,Accessories,3,23.58,12.08,70.73,70.73,34.48,0.0,Completed
2023-03-21,Salalah,Online,Tablets,4,153.08,97.15,612.3,612.3,223.71,0.0,Completed
2023-03-21,Salalah,Retail,Smartphones,2,255.95,155.34,511.9,511.9,201.21,0.0,Completed
2023-03-22,Muscat,Online,Accessories,2,26.1,15.68,52.2,52.2,20.84,0.0,Completed
2023-03-22,Sohar,Retail,Smartphones,2,265.1,183.16,530.21,530.21,163.88,0.0,Completed
2023-03-22,Nizwa,Retail,Accessories,4,23.84,12.32,95.35,95.35,46.06,0.0,Completed
2023-03-22,Salalah,Retail,Wearables,2,77.58,52.3,155.15,155.15,50.55,0.0,Completed
2023-03-22,Muscat,Online,Smartphones,5,268.84,139.19,1344.21,1344.21,648.28,0.0,Completed
2023-03-22,Sohar,Retail,Laptops,1,376.94,259.41,376.94,376.94,117.53,0.0,Completed
2023-03-22,Salalah,Retail,Tablets,3,138.81,97.06,416.44,416.44,125.27,0.0,Completed
2023-03-23,Nizwa,Wholesale,Smartphones,11,197.78,172.59,2175.61,2175.61,277.08,0.0,Completed
2023-03-23,Sohar,Retail,Wearables,1,87.53,47.1,87.53,87.53,40.43,0.0,Completed
2023-03-23,Nizwa,Online,Laptops,4,371.4,255.82,1485.61,1485.61,462.35,0.0,Completed
2023-03-23,Nizwa,Wholesale,Laptops,95,276.94,186.33,26309.76,26309.76,8608.19,0.0,Completed
2023-03-23,Sohar,Online,Smartphones,3,225.36,148.17,676.07,676.07,231.57,0.0,Completed
2023-03-23,Muscat,Retail,Wearables,2,79.37,47.1,158.73,158.73,64.54,0.0,Completed
2023-03-23,Muscat,Online,Smartphones,1,240.15,162.18,240.15,240.15,77.97,0.0,Completed
2023-03-24,Salalah,Online,Smartphones,5,259.35,170.79,1296.76,1296.76,442.8,0.0,Completed
2023-03-24,Muscat,Retail,Accessories,1,22.63,13.28,22.63,22.63,9.35,0.0,Completed
2023-03-24,Muscat,Retail,Wearables,4,84.86,48.27,339.46,339.46,146.38,0.0,Completed
2023-03-24,Muscat,Retail,Laptops,5,368.93,185.82,1844.63,1844.63,915.54,0.0,Completed
2023-03-24,Sohar,Retail,Laptops,2,368.58,239.33,737.16,737.16,258.51,0.0,Completed
2023-03-24,Muscat,Retail,Wearables,2,87.46,59.97,174.91,174.91,54.97,0.0,Completed
2023-03-24,Salalah,Online,Laptops,4,339.41,208.88,1357.63,1357.63,522.1,0.0,Completed
2023-03-25,Nizwa,Retail,Wearables,1,84.25,42.68,84.25,84.25,41.58,0.0,Completed
2023-03-25,Muscat,Online,Smartphones,4,246.39,130.24,985.57,985.57,464.6,0.0,Completed
2023-03-25,Nizwa,Retail,Smartphones,2,266.46,180.27,532.92,532.92,172.38,0.0,Completed
2023-03-25,Muscat,Retail,Smartphones,2,248.44,172.75,496.87,496.87,151.37,0.0,Completed
2023-03-25,Nizwa,Retail,Wearables,2,72.24,48.22,144.47,144.47,48.03,0.0,Completed
2023-03-25,Muscat,Online,Wearables,5,87.82,47.88,439.11,439.11,199.71,0.0,Completed
2023-03-25,Muscat,Online,Smartphones,2,263.06,163.93,526.12,526.12,198.26,0.0,Completed
2023-03-25,Salalah,Retail,Smartphones,5,225.08,122.49,1125.38,1125.38,512.91,0.0,Completed
2023-03-25,Muscat,Retail,Smartphones,5,227.99,122.57,1139.94,1139.94,527.09,0.0,Completed
2023-03-25,Nizwa,Retail,Laptops,1,338.61,188.78,338.61,338.61,149.83,0.0,Completed
2023-03-26,Salalah,Online,Laptops,4,367.42,203.89,1469.67,1469.67,654.1,0.0,Completed
2023-03-26,Muscat,Online,Accessories,5,27.01,15.78,135.07,135.07,56.2,0.0,Completed
2023-03-26,Muscat,Wholesale,Smartphones,72,189.59,130.74,13650.64,13650.64,4237.29,0.0,Completed
2023-03-26,Muscat,Retail,Smartphones,3,227.91,125.74,683.74,683.74,306.53,0.0,Completed
2023-03-26,Sohar,Wholesale,Laptops,100,296.11,185.45,29611.19,29611.19,11066.01,0.0,Completed
2023-03-26,Muscat,Retail,Smartphones,1,254.64,157.76,254.64,254.64,96.88,0.0,Completed
2023-03-26,Sohar,Online,Smartphones,3,260.64,158.97,781.91,781.91,304.99,0.0,Completed
2023-03-27,Nizwa,Online,Smartphones,3,255.68,166.91,767.05,767.05,266.32,0.0,Completed
2023-03-27,Muscat,Wholesale,Laptops,42,294.1,212.76,12352.41,12352.41,3416.65,0.0,Completed
2023-03-27,Salalah,Online,Tablets,2,144.09,97.12,288.18,0.0,-69.38,69.38,Returned
2023-03-27,Sohar,Online,Accessories,4,25.24,15.78,100.95,100.95,37.82,0.0,Completed
2023-03-28,Salalah,Online,Tablets,3,163.6,105.67,490.81,490.81,173.8,0.0,Completed
2023-03-28,Salalah,Retail,Laptops,4,338.72,227.92,1354.87,1354.87,443.19,0.0,Completed
2023-03-28,Sohar,Retail,Tablets,3,159.04,88.06,477.13,477.13,212.95,0.0,Completed
2023-03-28,Muscat,Online,Laptops,4,355.14,196.84,1420.57,1420.57,633.19,0.0,Completed
2023-03-28,Muscat,Retail,Laptops,2,328.45,212.48,656.9,656.9,231.93,0.0,Completed
2023-03-28,Nizwa,Online,Tablets,3,163.3,94.32,489.9,0.0,-253.63,253.63,Returned
2023-03-29,Nizwa,Retail,Smartphones,3,257.52,131.55,772.57,772.57,377.93,0.0,Completed
2023-03-29,Sohar,Retail,Tablets,2,164.59,96.26,329.19,329.19,136.67,0.0,Completed
2023-03-29,Muscat,Online,Accessories,2,25.65,15.08,51.3,51.3,21.14,0.0,Completed
2023-03-29,Salalah,Online,Accessories,1,25.67,13.26,25.67,25.67,12.42,0.0,Completed
2023-03-29,Salalah,Retail,Laptops,2,378.77,198.37,757.55,757.55,360.82,0.0,Completed
2023-03-29,Salalah,Retail,Accessories,5,26.04,15.43,130.2,130.2,53.05,0.0,Completed
2023-03-29,Salalah,Retail,Accessories,4,25.7,14.87,102.78,102.78,43.32,0.0,Completed
2023-03-29,Muscat,Retail,Smartphones,5,233.93,129.05,1169.66,1169.66,524.41,0.0,Completed
2023-03-29,Muscat,Retail,Accessories,3,27.28,18.99,81.83,81.83,24.86,0.0,Completed
2023-03-30,Nizwa,Retail,Smartphones,2,242.67,127.53,485.35,485.35,230.3,0.0,Completed
2023-03-30,Nizwa,Retail,Smartphones,4,248.33,131.6,993.3,993.3,466.9,0.0,Completed
2023-03-30,Salalah,Retail,Accessories,1,25.59,14.75,25.59,25.59,10.85,0.0,Completed
2023-03-30,Nizwa,Retail,Smartphones,5,239.2,156.28,1195.99,1195.99,414.6,0.0,Completed
2023-03-31,Salalah,Online,Smartphones,5,265.1,153.91,1325.49,1325.49,555.94,0.0,Completed
2023-03-31,Nizwa,Retail,Accessories,3,26.35,16.59,79.04,79.04,29.26,0.0,Completed
2023-03-31,Muscat,Retail,Tablets,2,157.1,100.25,314.19,314.19,113.68,0.0,Completed
2023-03-31,Muscat,Retail,Laptops,4,346.22,224.38,1384.89,1384.89,487.36,0.0,Completed
2023-03-31,Sohar,Online,Smartphones,1,251.61,166.78,251.61,251.61,84.83,0.0,Completed
2023-03-31,Sohar,Wholesale,Smartphones,70,211.26,135.67,14788.16,14788.16,5291.55,0.0,Completed
2023-04-01,Nizwa,Online,Smartphones,3,230.54,155.54,691.62,691.62,224.99,0.0,Completed
2023-04-01,Muscat,Online,Laptops,4,316.95,191.9,1267.79,1267.79,500.17,0.0,Completed
2023-04-01,Salalah,Retail,Tablets,4,138.61,78.63,554.44,554.44,239.93,0.0,Completed
2023-04-01,Muscat,Retail,Accessories,3,24.65,16.63,73.96,73.96,24.06,0.0,Completed
2023-04-01,Nizwa,Online,Smartphones,5,259.2,173.69,1296.02,1296.02,427.59,0.0,Completed
2023-04-01,Muscat,Online,Accessories,5,26.85,13.89,134.25,134.25,64.79,0.0,Completed
2023-04-01,Muscat,Retail,Wearables,2,83.38,46.12,166.77,166.77,74.52,0.0,Completed
2023-04-01,Muscat,Online,Smartphones,3,234.81,141.9,704.42,704.42,278.72,0.0,Completed
2023-04-02,Sohar,Retail,Accessories,1,22.7,15.82,22.7,22.7,6.87,0.0,Completed
2023-04-02,Muscat,Online,Smartphones,2,236.11,127.01,472.21,472.21,218.18,0.0,Completed
2023-04-02,Salalah,Online,Laptops,2,324.27,208.36,648.54,648.54,231.83,0.0,Completed
2023-04-02,Sohar,Retail,Laptops,2,318.21,176.87,636.43,636.43,282.69,0.0,Completed
2023-04-03,Muscat,Online,Laptops,1,345.83,239.88,345.83,345.83,105.96,0.0,Completed
2023-04-03,Salalah,Online,Smartphones,5,261.95,168.15,1309.74,1309.74,468.98,0.0,Completed
2023-04-03,Salalah,Retail,Smartphones,1,264.68,139.21,264.68,264.68,125.47,0.0,Completed
2023-04-03,Muscat,Online,Smartphones,2,231.78,160.24,463.56,463.56,143.09,0.0,Completed
2023-04-03,Muscat,Online,Laptops,3,359.48,209.92,1078.44,1078.44,448.68,0.0,Completed
2023-04-03,Salalah,Retail,Accessories,2,26.06,15.48,52.12,52.12,21.16,0.0,Completed
2023-04-03,Salalah,Online,Smartphones,2,239.43,163.89,478.85,478.85,151.07,0.0,Completed
2023-04-03,Nizwa,Retail,Laptops,1,371.13,185.58,371.13,371.13,185.55,0.0,Completed
2023-04-03,Muscat,Retail,Laptops,5,383.74,204.36,1918.7,1918.7,896.92,0.0,Completed
